date,metric,label,period_type,unit,bank,value
2000-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.05031236572777119
2000-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.04913533138390048
2000-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0433183669950053
2000-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.05279266219559607
2001-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.05560880156712909
2001-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.05747297254216539
2001-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.05484060888996734
2001-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0581
2002-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0634
2002-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0661
2002-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.062314120122284024
2002-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0577
2003-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0511
2003-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0487
2003-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.04884293920881554
2003-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0483
2004-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0476
2004-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.04735576613873301
2004-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.04735576613873301
2004-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0471
2005-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0443
2005-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0454
2005-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0107
2005-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0105
2006-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,0.0097
2006-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,-0.2847
2006-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,-0.1763
2006-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOCABK,-0.1373
1999-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06671868080108186
2000-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.058917600932610885
2000-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.060791782196232685
2000-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0588604891947955
2000-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06677802696666232
2001-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.05671896273979367
2001-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.05844939880237187
2001-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.05834667338532617
2001-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0577
2002-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0527
2002-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0488
2002-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0455547259402542
2002-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0493
2003-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0457
2003-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0458
2003-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0463061452111352
2003-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0457
2004-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0352
2004-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.039658183869881916
2004-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.039658183869881916
2004-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.04
2005-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0347
2005-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0347
2005-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0342
2005-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0515
2006-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0516
2006-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0529
2006-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0498
2006-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0539
2007-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0527
2007-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0555
2007-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0513
2007-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0564
2008-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.052
2008-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.052
2008-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0533
2008-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0573
2009-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0541
2009-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0555
2009-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.05755056750488557
2009-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06772477716689619
2010-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0647486559457379
2010-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.05994638266823984
2010-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.05617661629291169
2010-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.058803931979142486
2011-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.05604889968910722
2011-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.05822135369085491
2011-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.060401739486855434
2011-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.065397925618792
2012-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06497481270348889
2012-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06560009772353359
2012-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06522507110110207
2012-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06625911796602478
2013-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06524429911694025
2013-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0696870353782458
2013-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07356309854207897
2013-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07636450325518582
2014-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07208221332595692
2014-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07302000093478006
2014-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07237646839742816
2014-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0730820017315578
2015-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07199883558162791
2015-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07088472758210389
2015-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07203573866007543
2015-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07554539745107453
2016-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07177513469567097
2016-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07435069885328488
2016-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07480796343900603
2016-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0739991390390464
2017-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07083251077909412
2017-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07946894976397167
2017-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07991860672264169
2017-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.08429701482029836
2018-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07876801483324114
2018-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07801518208809051
2018-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07944109696475993
2018-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07709821911893772
2019-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0707927947524805
2019-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07254664008426427
2019-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07142230058524324
2019-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07532580625835752
2020-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.060021815483584935
2020-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06004026608751114
2020-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0828600973304912
2020-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0820097502891817
2021-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07430550977955246
2021-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07495253238431127
2021-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07148661419540324
2021-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07587786215211584
2022-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06574781130116394
2022-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0616934436809952
2022-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06164616052046577
2022-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06073860748175987
2023-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06041890600205542
2023-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06721521786007904
2023-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0665618817170956
2023-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0725377350039604
2024-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06921450682279763
2024-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.06846322756429728
2024-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07044793039782742
2024-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07288604032709904
2025-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07179548919268354
2025-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.0724016826994399
2025-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBK,0.07271636966026188
1999-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08113620295341879
2000-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07757558401013231
2000-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08604409730697257
2000-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09163443456940389
2000-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0924825677467685
2001-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08030917176451582
2001-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08535389178688495
2001-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08805231545189773
2001-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0977
2002-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0968
2002-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0989
2002-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07892073318709773
2002-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0934
2003-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0768
2003-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0772
2003-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07203104913421013
2003-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0674
2004-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0591
2004-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.06352426131598433
2004-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.06352426131598433
2004-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0825
2005-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0919
2005-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0872
2005-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0825
2005-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.1082
2006-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.1033
2006-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.1104
2006-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.1117
2006-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.1181
2007-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.1043
2007-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.1092
2007-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.1039
2007-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.107
2008-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0956
2008-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0927
2008-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.094
2008-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0995
2009-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0903
2009-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0943
2009-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09502802902072366
2009-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10862957472540699
2010-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.11331143243779851
2010-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10638596884958988
2010-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.105725030691727
2010-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10620875298940609
2011-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10074101034559618
2011-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10590763905476931
2011-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10120037450773312
2011-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10354103948460867
2012-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09655560647009348
2012-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09622314609010438
2012-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0974048932901363
2012-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09101192053942964
2013-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0999592605842516
2013-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10149396745876403
2013-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10472086951684068
2013-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10871970751419446
2014-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09105012540417186
2014-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08636624007953322
2014-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08228067422385213
2014-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08074868884627064
2015-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07303822029155015
2015-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07240873665746701
2015-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07416133737929038
2015-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08042270020295045
2016-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07071031421902604
2016-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07320952021442328
2016-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07554863019553665
2016-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07285360351294273
2017-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08011571076402878
2017-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08992051528136087
2017-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09507468240204019
2017-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09908058089890975
2018-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08440197395727933
2018-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08660192551347733
2018-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0933329401670658
2018-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.099790418147069
2019-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08543823196384444
2019-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08014345220034184
2019-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08473284843988887
2019-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0928580302530783
2020-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07847855242754309
2020-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07516047247140901
2020-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.11337303882952046
2020-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.10404782512671386
2021-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08708968373660052
2021-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08333217670328669
2021-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0853015512901374
2021-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09077949319637985
2022-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.078424324312613
2022-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07565946881307865
2022-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08103751267768017
2022-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07701086267678488
2023-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.07506085268247523
2023-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08309150107589461
2023-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.08676200663056292
2023-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0940836006216294
2024-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0915608661776777
2024-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09115749127136527
2024-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09183505970327455
2024-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.09456838807100848
2025-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.0992492900969827
2025-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.1020935638739926
2025-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SOGEBL,0.1040375705791114
1999-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.05087287962830748
2000-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.05103079419613846
2000-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.049395384293391235
2000-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.05103079419613846
2000-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.056499356640686324
2001-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.054737208070283865
2001-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.05799651274263848
2001-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.05795989353669778
2001-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.058
2002-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.0591
2002-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.0583
2002-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.05789086282456148
2002-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.0593
2003-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.0525
2003-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.0537
2003-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.05362171873284659
2003-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.053
2004-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.0511
2004-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.052698885911670164
2004-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.052698885911670164
2004-12-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.0518
2005-03-31,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.0488
2005-06-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.0489
2005-09-30,equity_to_assets,Capital Ratio (Equity / Assets),year_end,ratio,SYSTÈME,0.0501
